date_3m_start,bnf_code,roll_3m_quantity
2023-06-01,0602010M0AAADAD,42137.0
2023-06-01,0406000G0AAAAAA,76181.0
2023-06-01,0403010F0AAABAB,266470.0
2023-06-01,0406000S0AAABAB,692483.0
2023-06-01,0802010G0AAADAD,663833.0
2023-06-01,0208020V0AABBBB,57055.0
2023-06-01,0307000J0AAACAC,6781173.0
2023-06-01,0408010F0AAABAB,3067847.0
2023-06-01,1304000F0AAAAAA,3526190.0
2023-06-01,0403030E0AAAHAH,267400.0
2023-06-01,0403010X0AAAFAF,1143835.0
2023-06-01,0206020R0AAAAAA,680281.0
2023-06-01,0501013B0AAATAT,10974500.0
2023-06-01,0212000B0AAABAB,89287859.0
2023-06-01,020400060AAABAB,16134.0
2023-06-01,1310040Q0AAABAB,697140.0
2023-06-01,0604020C0AAAAAA,10778134.0
2023-06-01,0503021C0AAABAB,902111.0
2023-06-01,0704050R0AAADAD,622449.0
2023-06-01,0406000B0AAAAAA,4832858.0
2023-06-01,0407010H0AAAWAW,850346.0
2023-06-01,0603020G0AAADAD,395633.0
2023-06-01,0403030D0AAAAAA,22761610.0
2023-06-01,0703021Q0AAAAAA,24759217.0
2023-06-01,0206020R0AAAEAE,373907.0
2023-06-01,0603020T0AABKBK,32541.0
2023-06-01,0606020W0AAABAB,169064.0
2023-06-01,0501130R0AAAEAE,224137.0
2023-06-01,0402010ABAABFBF,114895.0
2023-06-01,0501110C0AAAJAJ,694911.0
2023-06-01,0407041R0AAADAD,101857.0
2023-06-01,0203020I0AAADAD,953283.0
2023-06-01,0301011R0AABDBD,720069.0
2023-06-01,1001010P0AAAHAH,1226118.0
2023-06-01,0202030X0AAABAB,364465.0
2023-06-01,020400060AAAAAA,54604.0
2023-06-01,0209000L0AAACAC,53622.0
2023-06-01,0304010W0AAALAL,4499139.0
2023-06-01,0103010D0AAABAB,276584.0
2023-06-01,0206020A0AAAAAA,64585399.0
2023-06-01,0501013K0AAAJAJ,1877591.0
2023-06-01,0704020J0AAAAAA,2328005.0
2023-06-01,0202040B0AAABAB,162366.0
2023-06-01,0203020I0AAAKAK,1794503.0
2023-06-01,0501050C0AAABAB,1609742.0
2023-06-01,0407010F0AAADAD,13958350.0
2023-06-01,0205052V0AAACAC,393313.0
2023-06-01,0103050P0AABUBU,1102875.0
2023-06-01,1309000I0AAAAAA,6606440.0
2023-06-01,0403040X0AAAAAA,7529769.0
2023-06-01,0403030Q0AAABAB,30372147.0
2023-06-01,0204000H0AAAJAJ,30191798.0
2023-06-01,1304000V0AAADAD,7266130.0
2023-06-01,0202020D0AAADAD,26870.0
2023-06-01,0404000S0AAADAD,67197.0
2023-06-01,0403010F0AAACAC,631185.0
2023-06-01,1106000Z0AAAAAA,80170.0
2023-06-01,0303020G0AAABAB,10195452.0
2023-06-01,0803041B0AAAAAA,1539719.0
2023-06-01,0408010AEAAAFAF,2679263.0
2023-06-01,0204000R0AAAHAH,15141811.0
2023-06-01,1002020C0AAAIAI,8346804.0
2023-06-01,1106000P0AAAAAA,153370.0
2023-06-01,0409020S0AAAEAE,1645167.0
2023-06-01,1001010P0AAAEAE,20264752.0
2023-06-01,1103010H0AAAAAA,49835.0
2023-06-01,0106020C0AAAEAE,75360.0
2023-06-01,1203010E0AAABAB,682110.0
2023-06-01,1202010U0AAAAAA,285020.0
2023-06-01,040801060AACSCS,1150722.0
2023-06-01,040201030AAAEAE,667800.0
2023-06-01,0803041C0AAAAAA,446736.0
2023-06-01,0206040AEAAAAAA,893915.0
2023-06-01,0205051M0AAABAB,4290077.0
2023-06-01,0102000P0AAAAAA,419497.0
2023-06-01,020400040AAABAB,91297.0
2023-06-01,020400080AAAEAE,762325.0
2023-06-01,0407041ABAAAAAA,51364.0
2023-06-01,1104020T0AAAAAA,1532339.5
2023-06-01,0206010F0AACICI,244354.0
2023-06-01,1106000ADAAAAAA,92930.0
2023-06-01,0408010AEAAAGAG,4539758.0
2023-06-01,0201010F0AAADAD,1847149.0
2023-06-01,1304000Y0AABABA,5498460.0
2023-06-01,0208020V0AAADAD,2163089.0
2023-06-01,040201030AAABAB,760486.0
2023-06-01,0501013K0AAAGAG,1112100.0
2023-06-01,0409010Y0AAAAAA,467473.0
2023-06-01,1001010AJAAAAAA,634988.0
2023-06-01,0205051I0AAABAB,782745.0
2023-06-01,0403030Z0AAAAAA,104130.0
2023-06-01,0803041S0AAAJAJ,55070.0
2023-06-01,0205051M0AAAAAA,2433393.0
2023-06-01,0202040C0AAAAAA,91668.0
2023-06-01,1001010J0AAAEAE,8019626.0
2023-06-01,0206030N0AAAAAA,3052289.0
2023-06-01,0501013B0AAABAB,14453090.0
2023-06-01,1001040C0AAABAB,7916659.0
2023-06-01,0408010AEAAACAC,6685244.0
2023-06-01,0501030T0AAAJAJ,1559247.0
2023-06-01,0704020ABAAABAB,2922052.0
2023-06-01,0403010R0AAALAL,17621.0
2023-06-01,0208020V0AAASAS,865865.0
2023-06-01,0501011P0AAASAS,794500.0
2023-06-01,0501013B0AAAJAJ,719500.0
2023-06-01,0501012G0AAAPAP,221600.0
2023-06-01,0501011P0AAARAR,509000.0
2023-06-01,0409010V0AAAAAA,334456.0
2023-06-01,0103050P0AABVBV,428850.0
2023-06-01,0408010W0AAACAC,1488236.0
2023-06-01,0501050H0AAAEAE,23660.0
2023-06-01,0403010R0AAAAAA,599122.0
2023-06-01,0408010H0AAAAAA,5189465.0
2023-06-01,1001010P0AAADAD,10473117.0
2023-06-01,0103050E0AAABAB,1778067.0
2023-06-01,0402010A0AAAAAA,523827.0
2023-06-01,1001010AJAAACAC,46853.0
2023-06-01,1304000T0AACCCC,9916.0
2023-06-01,0310000N0AAACAC,38322.0
2023-06-01,0408010I0AAAAAA,247680.0
2023-06-01,0401020B0AAABAB,278017.0
2023-06-01,0501021L0AAAGAG,206531.0
2023-06-01,0205040D0AAAAAA,3518783.0
2023-06-01,0403040Y0AAABAB,6351006.0
2023-06-01,0604011G0AAAIAI,621057.0
2023-06-01,0301011R0AAAXAX,1675616.0
2023-06-01,0407010F0AAAFAF,10022110.0
2023-06-01,0205051R0AAALAL,2218993.0
2023-06-01,0205051L0AAABAB,4946126.0
2023-06-01,1001010C0AAAFAF,14501.0
2023-06-01,0106020M0AAATAT,5102047.0
2023-06-01,0411000D0AAAAAA,894005.0
2023-06-01,0407041M0AAAAAA,238734.0
2023-06-01,1304000V0AAAFAF,21210.0
2023-06-01,0407020M0AAAEAE,285599.0
2023-06-01,0704020Z0AAAAAA,473706.0
2023-06-01,1203010E0AAAAAA,4115800.0
2023-06-01,0402010ADAAABAB,647672.0
2023-06-01,0106020C0AAAAAA,3566768.0
2023-06-01,0205052C0AAADAD,5657141.0
2023-06-01,0408010A0AAAIAI,1134319.0
2023-06-01,0409020S0AAAGAG,116910.0
2023-06-01,1106000AFAAABAB,225630.0
2023-06-01,1001010N0AAAAAA,586091.0
2023-06-01,1003020R0AAAAAA,2929004.0
2023-06-01,1310020N0AAAAAA,1251090.0
2023-06-01,0409020N0AAALAL,139374.0
2023-06-01,0102000N0AAABAB,9172521.0
2023-06-01,0103050E0AAAFAF,3170439.0
2023-06-01,1001030L0AAAAAA,260700.0
2023-06-01,0212000AAAAACAC,587481.0
2023-06-01,0408010G0AAACAC,2931198.0
2023-06-01,0702010F0AAACAC,24000.0
2023-06-01,0501012G0AAAAAA,420810.0
2023-06-01,0206040X0AAAAAA,51319.0
2023-06-01,0601023B0AAABAB,552910.0
2023-06-01,0205051J0AAAAAA,10731.0
2023-06-01,0906040N0AAA1A1,108190.0
2023-06-01,0409010N0AAADAD,2876028.0
2023-06-01,1106000AAAAAAAA,141535.0
2023-06-01,0103010T0AAACAC,522.0
2023-06-01,0203020D0AAABAB,731500.0
2023-06-01,0704020AAAAAAAA,724650.0
2023-06-01,0803041L0AAAAAA,3071541.0
2023-06-01,0206020L0AAAAAA,5753863.0
2023-06-01,0102000P0AAABAB,12179555.0
2023-06-01,0206030Y0AAACAC,573485.0
2023-06-01,040801050AAAVAV,193694.0
2023-06-01,0402010A0AAAEAE,101890.0
2023-06-01,0501030V0AAAFAF,120562.0
2023-06-01,0205052C0AAAHAH,2826245.0
2023-06-01,0407041R0AAABAB,76542.0
2023-06-01,0206020R0AAABAB,285807.0
2023-06-01,0501100H0AAAFAF,66189.0
2023-06-01,0802010M0AAABAB,1307599.0
2023-06-01,0403030E0AAAEAE,407049.0
2023-06-01,0205052V0AAABAB,422336.0
2023-06-01,1001010AJAAADAD,263874.0
2023-06-01,0205051I0AAAAAA,406678.0
2023-06-01,0408010G0AAABAB,39269782.0
2023-06-01,0603020T0AABHBH,327430.0
2023-06-01,0407010F0AAACAC,3035268.0
2023-06-01,0205051I0AAADAD,1821533.0
2023-06-01,1001040C0AAAAAA,16592817.0
2023-06-01,0603020T0AAAXAX,11200.0
2023-06-01,0601021A0AAABAB,326586.0
2023-06-01,0408010G0AAAAAA,16554868.0
2023-06-01,0403030E0AAANAN,606821.0
2023-06-01,0504010Y0AAAFAF,2992516.0
2023-06-01,0402010D0AAAKAK,129559.0
2023-06-01,0205051K0AAAAAA,148123.0
2023-06-01,0403020H0AAAAAA,8682.0
2023-06-01,0201010F0AAAEAE,3306807.0
2023-06-01,0407010H0AAAMAM,158457967.0
2023-06-01,0401020P0AAABAB,2011485.0
2023-06-01,1310011M0AAAAAA,34020.0
2023-06-01,0205010J0AAAGAG,619285.0
2023-06-01,0103010H0AAABAB,1519369.0
2023-06-01,0212000AAAAABAB,1995515.0
2023-06-01,0501013B0AAAKAK,5583100.0
2023-06-01,0103050P0AAAAAA,104053831.0
2023-06-01,0407010Q0AAAAAA,62946.0
2023-06-01,0304010I0AAABAB,16882229.0
2023-06-01,0205020M0AAAAAA,682656.0
2023-06-01,0212000B0AAADAD,21093915.0
2023-06-01,0403010X0AAAAAA,1513197.0
2023-06-01,1202020L0AACCCC,932833.0
2023-06-01,0402010D0AAAJAJ,196647.0
2023-06-01,0212000P0AAADAD,317440.0
2023-06-01,1001010AHAAAAAA,1137313.0
2023-06-01,0205052C0AAABAB,5756791.0
2023-06-01,0905012I0AAAAAA,185987.0
2023-06-01,0205052Q0AAACAC,206467.0
2023-06-01,0403040X0AAAJAJ,353306.0
2023-06-01,0408010AEAAAAAA,4662993.0
2023-06-01,0403030E0AAAAAA,25315919.0
2023-06-01,0704010U0AAAAAA,24165237.0
2023-06-01,0605020E0AAAEAE,468840.0
2023-06-01,0501050B0AAAAAA,255802.0
2023-06-01,0704020N0AAAAAA,763765.0
2023-06-01,020400040AAAAAA,192348.0
2023-06-01,0409010N0AAABAB,3574309.0
2023-06-01,0206010K0AAABAB,3251180.0
2023-06-01,0212000X0AAADAD,2305828.0
2023-06-01,0406000T0AAAGAG,5071531.0
2023-06-01,0602010M0AAAQAQ,29474.0
2023-06-01,0411000D0AAADAD,32856.0
2023-06-01,1106000ABAAABAB,896290.0
2023-06-01,0206020A0AAABAB,42052375.0
2023-06-01,0501012G0AAAFAF,2742200.0
2023-06-01,1304000G0AACBCB,10050.0
2023-06-01,0408010A0AAAAAA,3685213.0
2023-06-01,1304000Y0AAAAAA,3320240.0
2023-06-01,1103010C0AAAAAA,622610.0
2023-06-01,0103050P0AAAFAF,6153893.0
2023-06-01,0601022B0AAARAR,2302571.0
2023-06-01,040201030AAAKAK,1453192.0
2023-06-01,0407041T0AAACAC,437120.0
2023-06-01,040201060AAADAD,908660.0
2023-06-01,0411000E0AAAAAA,228440.0
2023-06-01,0411000G0AAAAAA,1438817.0
2023-06-01,0402010ADAAAGAG,457377.0
2023-06-01,0205052C0AAACAC,7427969.0
2023-06-01,0205052Q0AAABAB,403473.0
2023-06-01,0402010ABAAAFAF,604066.0
2023-06-01,131002030AAAAAA,1266090.0
2023-06-01,0407041Z0AAABAB,77798.0
2023-06-01,0503021A0AAAAAA,193656.0
2023-06-01,0501011P0AAADAD,3931500.0
2023-06-01,0206020L0AAABAB,4472864.0
2023-06-01,1001030C0AAAAAA,4786097.0
2023-06-01,0104020L0AAAAAA,10415065.0
2023-06-01,1106000L0AAAAAA,713557.5
2023-06-01,0403030D0AAABAB,11263127.0
2023-06-01,0103050E0AAAGAG,1940844.0
2023-06-01,0408010H0AAA1A1,1641874.0
2023-06-01,0205052B0AAACAC,254005.0
2023-06-01,0403040W0AAAAAA,2183937.0
2023-06-01,0403030X0AAACAC,1060156.0
2023-06-01,0603020J0AAADAD,2368255.0
2023-06-01,0407042F0AAAAAA,2888224.0
2023-06-01,0407020ADAAAAAA,7611371.0
2023-06-01,040201060AAAQAQ,440448.0
2023-06-01,0105010E0AAAAAA,2369542.0
2023-06-01,0501013K0AAAAAA,131969.0
2023-06-01,0202030C0AAACAC,412664.0
2023-06-01,0205052N0AAAAAA,7255039.0
2023-06-01,0212000B0AAACAC,43951082.0
2023-06-01,0408010W0AAAAAA,5221352.0
2023-06-01,0408010I0AAABAB,414195.0
2023-06-01,0404000S0AAAAAA,75876.0
2023-06-01,1103010G0AAAFAF,24130.0
2023-06-01,0407010P0AAABAB,3981235.0
2023-06-01,0205052P0AAABAB,131962.0
2023-06-01,0803042A0AAAAAA,266402.0
2023-06-01,040201060AAACAC,1439034.0
2023-06-01,0402010U0AAAHAH,247822.0
2023-06-01,0401010Y0AAAAAA,486218.0
2023-06-01,0401010Z0AAACAC,2645279.0
2023-06-01,0603020T0AAABAB,359255.0
2023-06-01,0407020G0AAACAC,18689250.0
2023-06-01,0403030X0AAABAB,1410577.0
2023-06-01,0603010I0AAACAC,3440208.0
2023-06-01,0205051R0AAATAT,149710.0
2023-06-01,0409010B0AAABAB,90400.0
2023-06-01,0501013B0AAASAS,1154100.0
2023-06-01,1303000D0AAACAC,533350.0
2023-06-01,0212000L0AAAAAA,7697408.0
2023-06-01,130201100AAAMAM,4249555.0
2023-06-01,0103050E0AAAAAA,2517067.0
2023-06-01,0409010H0AAACAC,317079.0
2023-06-01,0403040W0AAAKAK,1192007.0
2023-06-01,0304010D0AAABAB,1944638.0
2023-06-01,0901020D0AAAEAE,5310258.0
2023-06-01,0205052Q0AAAAAA,407840.0
2023-06-01,0407010N0AAAAAA,22292348.0
2023-06-01,0601022B0AAAYAY,147665.0
2023-06-01,0402010J0AAAJAJ,259665.0
2023-06-01,0403010N0AAAEAE,534862.0
2023-06-01,0704020N0AAABAB,1913831.0
2023-06-01,0212000Y0AAAKAK,40602.0
2023-06-01,0501030I0AAABAB,3699966.0
2023-06-01,0408010AEAAABAB,7095964.0
2023-06-01,0202020L0AABDBD,19650291.0
2023-06-01,0604012P0AAAAAA,1664846.0
2023-06-01,0403030Q0AAAAAA,33413015.0
2023-06-01,0402010ABAAABAB,6559943.0
2023-06-01,0407020K0AAAEAE,3629.0
2023-06-01,0411000E0AAABAB,293417.0
2023-06-01,0601021A0AAADAD,432882.0
2023-06-01,0206020K0AAAAAA,892041.0
2023-06-01,0205051R0AAAMAM,2200724.0
2023-06-01,0501130R0AAADAD,553013.0
2023-06-01,0410030A0AAADAD,396618.0
2023-06-01,0407041T0AAAFAF,1310139.0
2023-06-01,0407042Q0AAACAC,650177.0
2023-06-01,0410010A0AAAAAA,1204356.0
2023-06-01,1302010M0AAAAAA,34365.0
2023-06-01,0408010H0AAAWAW,516248.0
2023-06-01,0501120L0AAAAAA,118637.0
2023-06-01,1001010AAAAAAAA,649131.0
2023-06-01,0604011G0AABDBD,639984.0
2023-06-01,0409010H0AAAAAA,354195.0
2023-06-01,0403040W0AAADAD,2557103.0
2023-06-01,040801020AAACAC,27704.0
2023-06-01,0501012G0AAAQAQ,1802100.0
2023-06-01,0403040X0AAAMAM,332082.0
2023-06-01,0403010J0AAAAAA,955004.0
2023-06-01,0704020J0AAACAC,2619545.0
2023-06-01,0206010K0AAACAC,1834033.0
2023-06-01,020400080AAABAB,647893.0
2023-06-01,1103010C0AAADAD,155028.0
2023-06-01,0402010A0AAABAB,207676.0
2023-06-01,0501050B0AAAHAH,636370.0
2023-06-01,0205040D0AAACAC,15934382.0
2023-06-01,0403030P0AAAAAA,2449029.0
2023-06-01,0402030K0AAACAC,47481.0
2023-06-01,0601021A0AAACAC,198093.0
2023-06-01,0409020C0AAACAC,557682.0
2023-06-01,0105010C0AAADAD,48002.0
2023-06-01,0402010J0AAAKAK,181357.0
2023-06-01,040201060AAALAL,364027.0
2023-06-01,0212000X0AAAAAA,1755479.0
2023-06-01,0601023R0AAABAB,85872.0
2023-06-01,0802010G0AAAEAE,3201965.0
2023-06-01,0205052N0AAABAB,13200640.0
2023-06-01,1305020D0AAAFAF,1584030.0
2023-06-01,0409020S0AAAHAH,207975.0
2023-06-01,0304030C0AABFBF,45.0
2023-06-01,0501080W0AAAIAI,2731075.0
2023-06-01,0504010Y0AAAHAH,1940479.0
2023-06-01,0906040G0AABIBI,574528.0
2023-06-01,0409020C0AAADAD,420832.0
2023-06-01,0409010B0AAAAAA,558802.0
2023-06-01,0404000M0AAAAAA,720322.0
2023-06-01,0102000A0AAAAAA,1047481.0
2023-06-01,1001010AHAAABAB,629594.0
2023-06-01,1106000AEAAAAAA,86272.5
2023-06-01,0202040B0AAAAAA,362800.0
2023-06-01,0205052P0AAAAAA,166248.0
2023-06-01,0606020A0AAACAC,2040772.0
2023-06-01,040201060AAABAB,285529.0
2023-06-01,0103050L0AAAGAG,1150978.0
2023-06-01,0406000D0AAAAAA,2181616.0
2023-06-01,0403030D0AAACAC,4773591.0
2023-06-01,0103010T0AAAAAA,1899.0
2023-06-01,0409010W0AAACAC,1784643.0
2023-06-01,0204000M0AAABAB,46429.0
2023-06-01,0205052C0AAAAAA,2060842.0
2023-06-01,0105010E0AAABAB,3727948.0
2023-06-01,1001010P0AAAIAI,1755828.0
2023-06-01,0403010V0AAADAD,3302737.0
2023-06-01,0501021L0AAACAC,586100.0
2023-06-01,0402010ADAAAAAA,1376862.0
2023-06-01,0408010A0AAABAB,5742612.0
2023-06-01,0204000ABAAACAC,31764.0
2023-06-01,0206020K0AAABAB,883922.0
2023-06-01,0604020B0AAAAAA,743837.0
2023-06-01,0501011P0AAAFAF,5143600.0
2023-06-01,0205051U0AAACAC,90368.0
2023-06-01,0205051L0AAAQAQ,96215.0
2023-06-01,0603020T0AAATAT,136531.0
2023-06-01,0905030G0AABCBC,316266.0
2023-06-01,1001040V0AAAAAA,442590.0
2023-06-01,0408010AEAAAIAI,536188.0
2023-06-01,0406000P0AAAEAE,2533395.0
2023-06-01,0209000A0AAAKAK,7281519.0
2023-06-01,1306020J0AAABAB,233052.0
2023-06-01,0103010H0AAAAAA,5114281.0
2023-06-01,0501060D0AAABAB,309511.0
2023-06-01,0106020M0AAACAC,15370795.0
2023-06-01,0403040W0AAABAB,3233967.0
2023-06-01,0307000J0AAAAAA,29902899.0
2023-06-01,0407010H0AADSDS,1010038.0
2023-06-01,0406000A0AAADAD,84532.0
2023-06-01,020400080AAAFAF,891882.0
2023-06-01,0209000Y0AAAAAA,39394.0
2023-06-01,0601022B0AAAZAZ,40520.0
2023-06-01,0606020W0AAADAD,13499.0
2023-06-01,0604011Y0AAAAAA,721096.0
2023-06-01,0905022S0AAABAB,674541.0
2023-06-01,0204000E0AAAGAG,4623995.0
2023-06-01,0408010AEAAAEAE,6187447.0
2023-06-01,0407020Q0AAABAB,184663.0
2023-06-01,0407010H0AAAAAA,15902300.0
2023-06-01,0606020A0AAAAAA,24206.0
2023-06-01,0401010T0AAAMAM,497304.0
2023-06-01,0202030S0AAAUAU,980689.0
2023-06-01,0405010P0AAAAAA,3673511.0
2023-06-01,0202010P0AAAAAA,11660515.0
2023-06-01,0402010ADAAADAD,1012166.0
2023-06-01,0402010ABAAACAC,1915119.0
2023-06-01,0202020D0AAAEAE,7269633.0
2023-06-01,0403010F0AAAAAA,196768.0
2023-06-01,0601021H0AAABAB,128.0
2023-06-01,1001010J0AABHBH,1775080.0
2023-06-01,0403040X0AAALAL,485183.0
2023-06-01,0103050R0AAAAAA,2623749.0
2023-06-01,0501120L0AAAFAF,459246.0
2023-06-01,0403010J0AAAIAI,570347.0
2023-06-01,0109010U0AAABAB,1942619.0
2023-06-01,0204000E0AAACAC,1670239.0
2023-06-01,0503021C0AAADAD,718145.0
2023-06-01,0603020T0AAACAC,16528180.0
2023-06-01,0206010F0AAAHAH,174500.0
2023-06-01,0204000E0AAABAB,7168722.0
2023-06-01,0206030Y0AAAAAA,1345792.0
2023-06-01,0208020V0AAAAAA,7590079.0
2023-06-01,0401020P0AAACAC,47849.0
2023-06-01,0204000R0AAAKAK,854479.0
2023-06-01,0409010W0AAABAB,449892.0
2023-06-01,0401020B0AAAAAA,700998.0
2023-06-01,0304010G0AAACAC,1928776.0
2023-06-01,0501030L0AAABAB,3566942.0
2023-06-01,1310020A0AAAAAA,83339.0
2023-06-01,0401010R0AAACAC,669289.0
2023-06-01,0403010N0AAAQAQ,11044.0
2023-06-01,0408010H0AAAQAQ,896890.0
2023-06-01,1304000G0AACACA,13800.0
2023-06-01,0410010B0AAAAAA,39875.0
2023-06-01,0301020I0AAACAC,275978.0
2023-06-01,0106020I0AAAHAH,579890.0
2023-06-01,0402010ABAAAKAK,704854.0
2023-06-01,040201030AAAAAA,1357785.0
2023-06-01,1106000ABAAAAAA,325780.0
2023-06-01,0401010T0AAANAN,193949.0
2023-06-01,0206030N0AAABAB,1671714.0
2023-06-01,0205052V0AAAAAA,248931.0
2023-06-01,0406000B0AAABAB,6484364.0
2023-06-01,1305030C0AAAAAA,1291620.0
2023-06-01,0403040X0AAANAN,10326709.0
2023-06-01,1001030U0AAABAB,4080641.0
2023-06-01,0501110C0AAAIAI,25298.0
2023-06-01,0205020M0AAABAB,174399.0
2023-06-01,0403040W0AAAEAE,2492474.0
2023-06-01,0402010U0AAAEAE,84366.0
2023-06-01,0902013S0AAACAC,4217944.0
2023-06-01,0205020M0AAACAC,268739.0
2023-06-01,0106020I0AAAKAK,13122692.0
2023-06-01,0205051R0AAAKAK,764866.0
2023-06-01,0204000ABAAABAB,427905.0
2023-06-01,1001030L0AAABAB,306660.0
2023-06-01,0501090K0AAAIAI,13540.0
2023-06-01,0408010F0AAACAC,303585.0
2023-06-01,1002020T0AAABAB,554693.0
2023-06-01,0408010H0AAABAB,4340965.0
2023-06-01,0106020I0AAAIAI,5035635.0
2023-06-01,0607010T0AAABAB,14951.0
2023-06-01,0402010ADAAACAC,70841.0
2023-06-01,1002020S0AAABAB,1337393.0
2023-06-01,0404000L0AABMBM,18225.0
2023-06-01,1106000AHAAAAAA,38685.0
2023-06-01,1104010S0AABBBB,24260.0
2023-06-01,0408010A0AAAHAH,7800300.0
2023-06-01,0502050C0AAAAAA,1734594.0
2023-06-01,0304010J0AAACAC,847346.0
